ID,Module,pre/post,Term#,prepost#,Term,Gender#,FirstGen#,FinancialAid#,Race#,International,Application,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,interest,aspirations,beliefs,selfefficacy
136,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2019,2,4,3,2,3,2,3,3,3,3,2,2,3,3,4,4,4,4,3,3,3,5,4,4,4,2,4,4,4,4,4,4,5,3,4,4,4,4,5,2,3,4,2,2,4,2,4,3,3,4,4,2,2,3,4,4,3
137,ENVS3,pre,4,1,Fall 2022,2,2,2,7,2,2019,4,5,5,5,5,5,5,5,4,5,5,2,3,3,5,4,2,2,3,2,3,2,2,2,2,3,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,4,4,3,3,3,5,2,5,3
137,ENVS3,post,4,2,Fall 2022,2,2,2,7,2,2019,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
138,ENVS3,pre,4,1,Fall 2022,2,2,2,2,2,2019,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,4,5,5,5,4,4,5,3,4,3,4,3,3,4,4,4,4,5,4,4,4,5,5,5,4
138,ENVS3,post,4,2,Fall 2022,2,2,2,2,2,2019,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,4,5,5,5,4,5,5,5,4
139,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2019,2,4,3,2,4,4,4,3,3,4,4,3,5,3,5,4,4,4,5,4,5,3,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,4,3,2,2,2,3,4,4,4,4,3
139,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2019,2,4,4,3,4,4,3,4,3,4,3,2,4,3,5,4,4,3,5,3,4,3,5,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,2,2,4,3,4,3,4,3,2,4,4,4,3
140,ENVS3,pre,2,1,Fall 2021,2,2,2,7,2,2019,4,5,5,3,5,5,5,5,4,4,5,1,2,1,4,2,2,3,4,3,3,4,4,4,3,1,4,5,5,4,5,4,5,5,5,4,5,5,5,3,3,4,3,3,4,3,5,2,3,3,2,3,4,5,3,5,3
140,ENVS3,post,2,2,Fall 2021,2,2,2,7,2,2019,4,4,4,2,4,4,4,4,4,4,3,1,4,2,5,5,3,3,3,2,4,4,4,4,3,1,5,4,5,5,5,4,5,4,5,4,5,5,5,3,3,4,4,3,3,2,4,2,3,4,2,2,3,4,3,5,3
141,ENVS3,pre,4,1,Fall 2022,2,2,2,7,2,2020,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,4,3,3,5,3,3,4,4,3,1,5,4,4,4,4,5,5,4,5,4,4,4,5,5,4,4,4,4,5,5,4,3,4,5,4,4,4,4,4,4,4
141,ENVS3,post,4,2,Fall 2022,2,2,2,7,2,2020,5,5,5,5,4,5,4,5,5,5,5,3,5,4,4,5,4,4,3,5,4,4,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,5,4,5,5,4,4,4,5,4,4,4,5,5,4,5,5,5,4,5,5
142,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2019,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
142,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2019,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
143,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2020,4,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,5,4,5,5,5,5,3,4,5,4,5,5
143,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2020,5,5,5,4,5,5,5,5,5,5,5,2,4,4,4,4,4,3,5,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
144,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,4,4,4,4,4,5,4,4,4,4,3,2,4,1,3,2,2,3,1,1,2,4,4,2,4,1,4,4,4,4,5,3,5,5,3,3,4,5,4,1,1,3,1,1,1,1,4,1,2,3,1,2,1,4,2,4,1
144,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,4,5,3,2,4,5,4,4,2,4,2,1,4,2,5,4,4,2,4,2,2,4,4,4,4,1,5,5,4,5,5,4,5,5,5,4,4,5,5,4,1,3,3,3,3,2,4,2,2,4,3,2,2,4,4,5,3
145,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2019,5,5,5,5,4,5,5,5,4,5,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4,2,5,5,5,5,5,2,5,5,5,4,5,5,5,3,3,4,5,4,4,3,3,3,4,4,2,4,1,5,4,5,4
145,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,3,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
146,ENVS3,pre,2,1,Fall 2021,1,2,1,5,2,2019,3,5,4,3,4,3,4,5,3,4,4,2,5,3,5,5,5,4,5,2,4,4,5,5,3,1,4,4,4,5,5,4,5,5,5,5,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,4,2,4,4,4,4
146,ENVS3,post,2,2,Fall 2021,1,2,1,5,2,2019,2,4,4,4,4,4,4,4,3,4,4,1,4,2,4,4,4,3,4,3,5,3,4,5,3,1,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,5,4
147,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2020,5,5,5,4,5,5,5,5,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,4,5,5,4,4,4,5,5,5,4
147,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2020,4,4,3,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
148,ENVS3,pre,4,1,Fall 2022,2,2,1,7,2,2020,4,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,4,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,5,4,4,5,5,5,5,4
148,ENVS3,post,4,2,Fall 2022,2,2,1,7,2,2020,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
149,ENVS3,pre,2,1,Fall 2021,2,1,1,5,2,2020,4,4,3,4,3,3,4,4,4,4,3,2,2,4,2,3,2,3,4,3,3,4,2,4,2,1,4,4,5,4,4,2,4,4,4,4,4,3,4,4,2,4,3,3,4,2,4,3,4,3,2,3,2,4,3,4,3
149,ENVS3,post,2,2,Fall 2021,2,1,1,5,2,2020,4,4,4,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,2,4,3,4,2,4,4,3,3,4,3,4,4,3,5,4,4,3,4,4,3,3,3,3,4
150,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2020,2,4,4,2,4,4,3,4,3,4,4,2,4,4,4,4,1,4,4,1,2,2,2,3,5,2,2,4,4,5,5,2,5,4,5,2,4,5,4,3,4,3,3,3,3,2,4,3,4,3,3,3,1,4,3,4,3
150,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2020,3,5,3,3,3,4,4,4,4,4,4,1,2,2,4,2,2,2,3,1,2,4,2,2,4,2,3,5,4,4,5,4,5,4,5,2,4,5,4,4,3,3,4,4,4,3,4,4,4,3,4,3,2,4,2,4,4
151,ENVS3,pre,4,1,Fall 2022,2,2,2,7,2,2020,1,5,4,5,5,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,5,5,5,5,5
151,ENVS3,post,4,2,Fall 2022,2,2,2,7,2,2020,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2,4,4,3,4,3,4,4,4,3,4,3,4,4,3,5,3,4,4,4,3,4,5,4,4,4,4,4,4
152,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,5,5,4,4,5,5,5,5,4,5,4,3,4,3,5,3,4,3,5,3,5,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,4,4,4,5,4,5,4
152,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,4,5,4,3,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5
153,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2020,4,4,4,4,4,4,3,4,4,4,3,1,4,2,3,4,4,4,4,4,5,3,4,4,4,1,5,4,4,4,5,4,5,4,4,5,5,5,4,3,3,3,3,3,4,2,4,3,4,4,3,3,4,4,4,4,3
153,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2020,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5
154,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,4,5,5,5,5,5,5,5,5,5,4,3,4,3,5,5,4,5,4,4,4,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
154,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
155,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2020,2,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,3,3,4,3,3,3,3,3,2,2,1,1,2,1,3,3,3,3,3,2,2,2,3,3,2
155,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2020,1,2,2,2,2,3,2,1,2,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3
156,ENVS3,pre,4,1,Fall 2022,2,2,1,7,2,2020,5,4,5,5,5,5,5,5,4,4,5,5,4,3,5,5,5,4,5,4,4,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,2,4,4,4,2,5,4,4,5,5,3,4,5,5,5,5,4
156,ENVS3,post,4,2,Fall 2022,2,2,1,7,2,2020,3,5,5,4,4,4,4,5,3,4,4,3,5,4,5,4,4,4,5,4,4,5,5,5,5,4,5,5,4,2,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,5,4
157,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,2,5,5,4,4,5,3,5,2,4,3,1,3,2,5,3,3,4,4,4,3,4,4,4,5,1,4,4,5,5,5,4,5,5,4,5,4,5,5,4,3,4,4,2,2,3,4,4,4,4,2,3,3,4,4,5,4
157,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,3,4,2,4,3,4,5,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4
158,ENVS3,pre,2,1,Fall 2021,1,2,2,2,2,2020,3,5,5,4,4,4,5,5,4,5,4,3,4,4,5,3,3,5,4,3,3,5,5,5,3,2,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4
158,ENVS3,post,2,2,Fall 2021,1,2,2,2,2,2020,3,4,4,2,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,2,4,4,4,5,4,3,5,4,5,5,4,4,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5
159,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
159,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,5,5,5,5,5,3,3,4,4,4
160,ENVS3,pre,2,1,Fall 2021,1,2,1,4,2,2020,4,5,5,3,5,5,4,5,3,5,5,4,5,4,5,5,5,5,5,5,5,3,5,5,5,2,5,4,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
160,ENVS3,post,2,2,Fall 2021,1,2,1,4,2,2020,5,5,4,4,5,5,4,5,3,5,4,4,5,4,5,5,4,3,5,3,5,3,5,5,5,1,5,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,5,4,5,5,5,5
161,ENVS3,pre,4,1,Fall 2022,1,2,2,2,2,2020,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
161,ENVS3,post,4,2,Fall 2022,1,2,2,2,2,2020,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
162,ENVS3,pre,4,1,Fall 2022,1,2,1,2,2,2020,4,4,3,2,3,3,2,4,4,4,3,3,3,1,3,3,4,1,2,1,1,2,4,4,3,1,4,3,4,2,4,1,4,4,4,4,4,4,4,4,2,4,5,3,4,4,3,4,5,4,3,4,4,3,3,4,4
162,ENVS3,post,4,2,Fall 2022,1,2,1,2,2,2020,5,4,4,2,3,3,3,4,3,3,2,2,3,2,4,2,2,2,1,3,2,2,4,3,1,1,3,4,5,4,5,3,5,4,5,4,3,4,3,5,3,4,5,3,4,4,3,4,5,4,4,5,3,3,2,4,4
163,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2020,3,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,1,4,2,4,4,4,4,3,1,5,5,5,5,5,4,5,5,5,5,4,5,5,3,1,3,4,2,4,2,4,2,4,2,3,3,2,1,4,5,3
163,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2020,2,5,4,1,2,2,4,4,2,4,2,1,2,2,4,3,3,4,4,1,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,2,4,4,4,4,4,4,1,2,4,5,4
164,ENVS3,pre,2,1,Fall 2021,2,2,1,7,1,2020,3,5,5,5,5,5,5,4,5,5,4,3,3,3,5,4,5,4,5,3,4,4,5,4,4,2,4,4,5,3,4,4,4,4,4,5,5,4,5,4,4,3,4,3,3,3,3,3,4,4,3,4,3,5,4,4,3
164,ENVS3,post,2,2,Fall 2021,2,2,1,7,1,2020,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,4,4,5,4,5,5,4,4,3,5,5,5,4
165,ENVS3,pre,2,1,Fall 2021,1,2,2,5,2,2020,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,3,5,3,4,3,5,4,4,4,4,5,5,5,5,4
165,ENVS3,post,2,2,Fall 2021,1,2,2,5,2,2020,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,5,5,5
166,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2020,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,4,5,4,5,5,5,5
166,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2020,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5
167,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2020,4,4,4,2,4,4,4,4,2,4,4,2,4,4,5,4,4,4,4,2,4,5,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,2,2,2,4,4,4,4
167,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2020,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
168,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2020,4,4,3,3,4,3,2,3,1,4,1,1,3,1,4,3,2,1,3,4,4,3,4,4,5,1,5,4,4,4,5,3,5,4,5,5,4,5,3,4,3,4,4,3,3,5,4,3,4,4,2,2,5,3,3,4,4
168,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2020,4,5,4,3,4,5,3,4,2,4,4,1,4,1,5,4,4,2,4,5,3,4,5,4,4,1,4,5,5,4,5,4,5,4,4,4,4,5,5,4,3,5,4,2,4,4,5,5,4,5,4,4,5,4,4,4,4
169,ENVS3,pre,2,1,Fall 2021,2,2,1,7,2,2020,5,5,4,4,4,4,2,5,2,3,4,1,3,2,3,4,3,2,4,1,2,3,4,4,4,1,4,5,5,2,4,2,4,4,4,4,2,4,4,5,4,5,5,4,4,3,5,5,5,4,4,4,2,4,3,4,4
169,ENVS3,post,2,2,Fall 2021,2,2,1,7,2,2020,4,5,4,4,4,4,2,4,2,1,2,1,3,2,4,2,4,4,4,2,4,4,4,4,2,1,4,4,3,4,2,4,3,2,3,4,2,3,4,4,4,4,4,4,4,2,4,5,4,4,4,4,2,4,4,3,4
170,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,3,4,4,3,3,3,5,4,4,4,2,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
170,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
171,ENVS3,pre,2,1,Fall 2021,1,2,2,7,2,2020,4,5,4,4,4,5,5,4,3,4,4,2,5,3,5,4,4,4,4,2,4,5,5,5,3,3,4,4,5,4,5,4,5,4,5,4,5,5,5,4,4,4,4,3,3,4,4,4,5,4,4,3,4,4,4,5,4
171,ENVS3,post,2,2,Fall 2021,1,2,2,7,2,2020,4,5,5,5,5,5,4,5,5,4,4,3,5,4,4,4,4,5,5,4,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,5,4,5,5,4,5,4,5,5,5,4,5,5
172,ENVS3,pre,2,1,Fall 2021,1,1,1,4,2,2020,4,5,5,4,5,5,4,4,4,4,4,2,3,3,5,4,2,1,5,4,2,4,4,4,2,3,4,5,5,5,5,4,5,5,4,4,5,5,5,4,2,2,4,2,4,1,4,4,4,4,2,4,2,4,3,5,4
172,ENVS3,post,2,2,Fall 2021,1,1,1,4,2,2020,4,5,5,5,5,5,5,5,5,5,5,3,4,4,5,4,4,4,5,5,4,3,4,5,4,2,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,2,2,4,5,4,5,4
173,ENVS3,pre,2,1,Fall 2021,1,2,2,4,2,2020,2,3,2,2,3,3,3,4,2,4,3,1,3,1,3,3,2,2,3,2,3,3,3,4,4,1,3,4,4,4,5,2,5,5,5,3,3,4,4,3,2,4,4,3,4,2,4,4,3,4,3,4,2,3,3,4,4
173,ENVS3,post,2,2,Fall 2021,1,2,2,4,2,2020,1,4,2,1,2,2,3,2,1,3,2,1,2,2,4,2,2,3,4,1,2,3,4,4,2,1,2,3,3,3,5,1,4,3,5,3,4,4,5,4,1,4,3,3,2,2,2,3,2,3,4,3,2,2,2,3,3
174,ENVS3,pre,4,1,Fall 2022,1,2,2,2,2,2020,3,4,2,2,4,3,2,2,2,3,2,4,4,2,4,2,4,3,2,2,2,3,4,3,5,3,4,4,4,4,4,3,4,3,4,3,4,4,4,2,2,2,3,1,2,2,2,2,2,3,3,3,1,2,3,4,2
174,ENVS3,post,4,2,Fall 2022,1,2,2,2,2,2020,3,3,2,4,3,3,3,3,3,3,3,3,3,3,4,2,4,2,3,3,2,2,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,2,2,4,2,3,4,4,3,3,4,2,3,3,4,3
175,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
175,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2021,4,5,5,3,5,5,4,5,5,5,5,3,4,3,5,4,4,3,5,3,5,5,5,4,4,3,4,5,5,4,5,3,5,5,4,3,4,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4
176,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2021,3,5,4,5,5,3,4,3,4,4,3,3,5,4,5,5,5,4,4,5,4,5,5,4,5,2,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,3,4,5,4,4
176,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2021,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,3,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
177,ENVS3,pre,4,1,Fall 2022,1,2,2,7,2,2021,2,2,1,3,3,4,3,3,1,3,3,1,3,1,4,2,3,2,4,3,4,4,4,4,3,2,4,4,4,5,4,4,4,5,4,4,5,4,4,3,2,3,2,3,3,3,3,2,3,4,3,2,3,3,3,4,3
177,ENVS3,post,4,2,Fall 2022,1,2,2,7,2,2021,2,3,2,2,3,2,2,2,1,2,3,1,2,2,4,2,3,3,3,3,3,4,4,3,3,2,4,3,4,4,3,4,4,4,4,3,4,4,4,3,2,3,3,3,3,3,4,4,3,4,2,3,4,2,3,4,3
178,ENVS3,pre,2,1,Fall 2021,1,2,1,7,2,2021,2,5,4,4,4,4,4,4,3,4,4,2,4,2,4,2,3,2,3,2,2,4,3,4,4,1,4,4,4,4,4,4,4,4,4,5,4,4,4,2,4,3,2,3,2,3,4,2,4,4,2,3,4,4,3,4,3
178,ENVS3,post,2,2,Fall 2021,1,2,1,7,2,2021,3,5,4,4,5,5,4,4,4,4,4,3,3,2,4,3,3,3,4,3,3,5,3,3,3,2,5,4,5,5,4,5,5,4,5,5,5,5,5,2,2,2,2,4,4,2,4,2,3,4,2,2,4,4,3,5,2
179,ENVS3,pre,2,1,Fall 2021,1,2,2,2,1,2021,2,4,4,2,4,5,5,5,2,5,5,2,2,2,4,4,5,4,5,3,4,5,5,5,4,2,4,4,4,4,5,4,4,4,4,4,4,4,5,4,2,4,3,2,2,2,4,2,4,4,2,2,4,4,4,4,3
179,ENVS3,post,2,2,Fall 2021,1,2,2,2,1,2021,2,5,5,4,4,4,4,5,4,5,5,2,4,2,5,4,5,5,5,4,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,5,5,5,5,4,2,4,4,4,4,2,5,2,4,4,2,2,4,4,4,5,4
180,ENVS3,pre,4,1,Fall 2022,1,2,1,7,2,2021,2,3,2,3,2,3,3,4,3,3,2,1,3,2,2,4,3,3,3,2,3,4,3,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,5,3,3,4,2,4,3,3,4,3,4,4,3,3,3,3,3,4,3
180,ENVS3,post,4,2,Fall 2022,1,2,1,7,2,2021,3,4,4,3,3,3,3,4,4,3,3,1,3,3,3,2,3,2,4,3,4,4,3,3,3,1,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,5,3,4,4,4,4,3,4,4,3,3,4,4
181,ENVS3,pre,2,1,Fall 2021,1,1,1,4,2,2021,3,4,4,2,4,4,4,4,3,4,3,2,3,3,4,3,3,3,2,4,3,4,4,4,3,1,5,5,4,4,4,4,4,3,4,4,4,3,4,3,3,3,2,3,2,2,4,3,3,3,3,2,2,4,3,4,3
181,ENVS3,post,2,2,Fall 2021,1,1,1,4,2,2021,3,4,4,3,4,4,3,4,4,4,5,3,5,3,5,4,5,4,4,4,4,4,5,5,5,3,5,5,5,5,5,4,5,4,5,4,5,5,5,4,3,4,3,4,3,2,4,4,4,3,4,3,3,4,4,5,4
